TNet_pehe_in,SNet1_pehe_in,SNet2_pehe_in,SNet3_pehe_in,SNet_pehe_in,PseudoOutcomeNet_DR_pehe_in,PseudoOutcomeNet_PW_pehe_in,PseudoOutcomeNet_RA_pehe_in,PseudoOutcomeNet_RA_S2_pehe_in,TNet_pehe_out,SNet1_pehe_out,SNet2_pehe_out,SNet3_pehe_out,SNet_pehe_out,PseudoOutcomeNet_DR_pehe_out,PseudoOutcomeNet_PW_pehe_out,PseudoOutcomeNet_RA_pehe_out,PseudoOutcomeNet_RA_S2_pehe_out,TNet_att_true_in,SNet1_att_true_in,SNet2_att_true_in,SNet3_att_true_in,SNet_att_true_in,PseudoOutcomeNet_DR_att_true_in,PseudoOutcomeNet_PW_att_true_in,PseudoOutcomeNet_RA_att_true_in,PseudoOutcomeNet_RA_S2_att_true_in,TNet_att_pred_in,SNet1_att_pred_in,SNet2_att_pred_in,SNet3_att_pred_in,SNet_att_pred_in,PseudoOutcomeNet_DR_att_pred_in,PseudoOutcomeNet_PW_att_pred_in,PseudoOutcomeNet_RA_att_pred_in,PseudoOutcomeNet_RA_S2_att_pred_in,TNet_error_att_in,SNet1_error_att_in,SNet2_error_att_in,SNet3_error_att_in,SNet_error_att_in,PseudoOutcomeNet_DR_error_att_in,PseudoOutcomeNet_PW_error_att_in,PseudoOutcomeNet_RA_error_att_in,PseudoOutcomeNet_RA_S2_error_att_in,TNet_att_true_out,SNet1_att_true_out,SNet2_att_true_out,SNet3_att_true_out,SNet_att_true_out,PseudoOutcomeNet_DR_att_true_out,PseudoOutcomeNet_PW_att_true_out,PseudoOutcomeNet_RA_att_true_out,PseudoOutcomeNet_RA_S2_att_true_out,TNet_att_pred_out,SNet1_att_pred_out,SNet2_att_pred_out,SNet3_att_pred_out,SNet_att_pred_out,PseudoOutcomeNet_DR_att_pred_out,PseudoOutcomeNet_PW_att_pred_out,PseudoOutcomeNet_RA_att_pred_out,PseudoOutcomeNet_RA_S2_att_pred_out,TNet_error_att_out,SNet1_error_att_out,SNet2_error_att_out,SNet3_error_att_out,SNet_error_att_out,PseudoOutcomeNet_DR_error_att_out,PseudoOutcomeNet_PW_error_att_out,PseudoOutcomeNet_RA_error_att_out,PseudoOutcomeNet_RA_S2_error_att_out
2.414979,2.2431927,2.2177594,2.2028015,2.4230564,2.6108162,3.182439,2.4946015,2.300582,2.829435,2.730349,2.715793,2.6188476,2.7233465,2.9982407,3.4769166,3.025993,2.854919,3.594096587052168,3.594096587052168,3.594096587052168,3.594096587052168,3.594096587052168,3.594096587052168,3.594096587052168,3.594096587052168,3.594096587052168,3.412671,3.568164,3.5536413,3.3760078,3.6031682,3.3975048,3.9316642,3.5049362,3.6298816,0.18142557,0.02593255,0.04045534,0.21808887,0.0090715885,0.19659185,0.33756757,0.08916044,0.03578496,4.02693825,4.02693825,4.02693825,4.02693825,4.02693825,4.02693825,4.02693825,4.02693825,4.02693825,3.8119981,4.0399065,3.9643233,3.7273886,3.871687,3.7578058,3.6603677,3.900304,4.0091295,0.21494031,0.012968063,0.062615156,0.29954982,0.1552515,0.2691326,0.3665707,0.12663436,0.017808914
1.6983302,1.7285779,1.7338015,1.6259472,1.6450559,1.6723087,2.5293515,1.8223586,1.7241592,1.7843717,1.8389934,1.8468109,1.7220601,1.6943314,1.7045088,2.525975,1.9478496,1.8228931,3.064028572281959,3.064028572281959,3.064028572281959,3.064028572281959,3.064028572281959,3.064028572281959,3.064028572281959,3.064028572281959,3.064028572281959,2.9390419,3.1728034,3.229242,2.9471047,3.0161738,2.889658,2.5297742,2.9743984,3.1644752,0.12498665,0.1087749,0.16521358,0.11692381,0.047854662,0.17437053,0.5342543,0.08963013,0.1004467,2.9515847482993194,2.9515847482993194,2.9515847482993194,2.9515847482993194,2.9515847482993194,2.9515847482993194,2.9515847482993194,2.9515847482993194,2.9515847482993194,2.793082,2.9939733,2.9663625,2.7243044,2.8358278,2.7942276,1.7306658,2.8726707,2.9838343,0.15850282,0.04238844,0.01477766,0.22728038,0.11575699,0.15735722,1.220919,0.078914165,0.03224945
2.0728023,2.146397,2.130597,2.018427,2.1802747,2.2782369,2.9568913,2.1848743,2.087737,2.2787035,2.4663749,2.4387257,2.3866284,2.4519844,2.4570796,2.9884868,2.427513,2.3584538,3.1599851329622752,3.1599851329622752,3.1599851329622752,3.1599851329622752,3.1599851329622752,3.1599851329622752,3.1599851329622752,3.1599851329622752,3.1599851329622752,3.1232674,3.2192235,2.989205,3.1125693,2.7918062,2.914106,3.1436996,3.14892,2.9999561,0.036717653,0.059238434,0.17078018,0.047415733,0.36817884,0.24587917,0.01628542,0.011065006,0.16002893,3.675724714285714,3.675724714285714,3.675724714285714,3.675724714285714,3.675724714285714,3.675724714285714,3.675724714285714,3.675724714285714,3.675724714285714,3.4868581,3.6100202,3.3215778,3.4219356,3.097987,3.3214853,2.551501,3.577456,3.357746,0.18886662,0.065704584,0.35414696,0.2537892,0.5777378,0.35423946,1.1242237,0.09826875,0.31797886
1.7181628,1.6429743,1.6353629,1.6535467,1.7717149,1.8693476,3.3401368,1.8698578,1.6983604,2.0135963,1.8968976,1.9006982,1.8813912,2.0212553,2.1554646,3.325512,2.222737,1.9597466,1.460380185483871,1.460380185483871,1.460380185483871,1.460380185483871,1.460380185483871,1.460380185483871,1.460380185483871,1.460380185483871,1.460380185483871,1.4307259,1.3729852,1.4294097,1.6175485,1.4596484,1.4608374,2.6731064,1.4639479,1.5005311,0.029654264,0.08739495,0.030970454,0.15716827,0.0007318258,0.00045716763,1.2127262,0.0035676956,0.04015088,1.6513037119999998,1.6513037119999998,1.6513037119999998,1.6513037119999998,1.6513037119999998,1.6513037119999998,1.6513037119999998,1.6513037119999998,1.6513037119999998,1.645002,1.4839584,1.4671451,1.8249226,1.68239,1.6436889,1.5892092,1.7153196,1.5918435,0.0063017607,0.1673454,0.18415868,0.1736188,0.031086206,0.007614851,0.06209457,0.064015865,0.059460282
1.9217507,1.9004468,1.8855144,1.80154,1.9700375,1.9067085,2.6031199,2.0003111,1.9054132,2.0412362,2.0557923,2.0417578,1.9396875,2.079795,1.9721105,2.5235777,2.1688259,2.115811,3.7877131711409397,3.7877131711409397,3.7877131711409397,3.7877131711409397,3.7877131711409397,3.7877131711409397,3.7877131711409397,3.7877131711409397,3.7877131711409397,3.9295309,3.9429193,3.9184856,3.703724,3.7510078,3.6696825,3.760396,3.8327346,3.8074856,0.14181757,0.15520597,0.13077235,0.08398938,0.036705494,0.11803079,0.027317286,0.045021296,0.019772291,3.8390401035353534,3.8390401035353534,3.8390401035353534,3.8390401035353534,3.8390401035353534,3.8390401035353534,3.8390401035353534,3.8390401035353534,3.8390401035353534,4.013552,3.9787917,3.9236827,3.7103636,3.8539016,3.7998183,3.2257814,3.8975692,3.8277779,0.17451215,0.13975167,0.08464265,0.12867641,0.014861584,0.039221764,0.6132586,0.05852914,0.011262178
1.960553,2.0324128,1.9883573,1.8329691,1.9351811,2.12682,2.7312684,2.0235574,2.0743659,2.2540982,2.3624554,2.3386629,2.2048419,2.2898533,2.4073758,2.8550978,2.3488162,2.3932977,2.7648845188794153,2.7648845188794153,2.7648845188794153,2.7648845188794153,2.7648845188794153,2.7648845188794153,2.7648845188794153,2.7648845188794153,2.7648845188794153,2.7586994,2.8130157,2.8356783,2.6335037,2.7611756,2.7315667,3.3043761,2.769739,2.9461281,0.006185055,0.048131227,0.07079387,0.1313808,0.0037088394,0.033317804,0.53949165,0.0048544407,0.18124366,2.8329180428571425,2.8329180428571425,2.8329180428571425,2.8329180428571425,2.8329180428571425,2.8329180428571425,2.8329180428571425,2.8329180428571425,2.8329180428571425,2.8005617,2.838141,2.7966444,2.6324036,2.7489657,2.7680776,2.5793614,2.867757,2.9261746,0.032356262,0.005223036,0.03627348,0.20051432,0.08395219,0.06484032,0.2535565,0.034839153,0.09325671
1.9931222,1.9856157,1.9621022,1.9248154,1.8927462,2.125027,2.7884908,2.063372,2.0438561,2.0667515,2.186162,2.16953,2.0834916,2.0834043,2.1997125,2.819706,2.180234,2.2255454,2.530672394753679,2.530672394753679,2.530672394753679,2.530672394753679,2.530672394753679,2.530672394753679,2.530672394753679,2.530672394753679,2.530672394753679,2.6197846,2.5124133,2.4687672,2.6226747,2.4685266,2.545567,3.0705967,2.5206757,2.388277,0.08911228,0.018259048,0.061905146,0.09200239,0.06214571,0.014894724,0.5399244,0.009996653,0.14239526,2.732754947368421,2.732754947368421,2.732754947368421,2.732754947368421,2.732754947368421,2.732754947368421,2.732754947368421,2.732754947368421,2.732754947368421,2.7907777,2.7984004,2.7268982,2.6959498,2.6164954,2.7133443,2.221329,2.6836803,2.6111655,0.058022738,0.06564546,0.0058567524,0.036805153,0.116259575,0.01941061,0.511426,0.04907465,0.12158942
2.4272015,2.5196629,2.4763553,2.4018552,2.3782935,2.5909295,2.9777389,2.5239964,2.4848742,2.8006737,2.9358308,2.903473,2.7124255,2.5360203,3.0057092,3.0643754,2.9543936,2.894938,5.010524238660906,5.010524238660906,5.010524238660906,5.010524238660906,5.010524238660906,5.010524238660906,5.010524238660906,5.010524238660906,5.010524238660906,4.807659,5.175055,5.1159697,5.3320594,4.8107214,5.0794306,4.907486,5.0218463,5.0574074,0.20286512,0.16453075,0.105445385,0.3215351,0.19980288,0.06890631,0.10303831,0.0113220215,0.046883106,4.730529051948053,4.730529051948053,4.730529051948053,4.730529051948053,4.730529051948053,4.730529051948053,4.730529051948053,4.730529051948053,4.730529051948053,4.579455,4.993607,4.8948817,5.067843,4.6646085,4.8359756,4.0883775,4.783958,4.870671,0.15107393,0.2630782,0.1643529,0.33731413,0.06592035,0.105446815,0.64215136,0.053429127,0.14014196
1.7542359,1.7109284,1.6906323,1.6806926,1.7205107,1.8915509,2.4229367,1.8983262,1.7277735,1.8395766,1.8514483,1.8462104,1.886279,1.8634201,1.9527574,2.3373322,2.0516014,1.8827388,2.3714667102628284,2.3714667102628284,2.3714667102628284,2.3714667102628284,2.3714667102628284,2.3714667102628284,2.3714667102628284,2.3714667102628284,2.3714667102628284,2.307027,2.3680692,2.4231517,2.3152883,2.221709,2.2645323,2.8780675,2.4076033,2.39249,0.064439535,0.0033974648,0.051685095,0.05617833,0.14975762,0.10693431,0.50660086,0.036136627,0.021023273,2.009546588579795,2.009546588579795,2.009546588579795,2.009546588579795,2.009546588579795,2.009546588579795,2.009546588579795,2.009546588579795,2.009546588579795,2.033692,2.0351849,1.9933438,2.005495,1.9719198,1.9955093,1.8660805,2.1247666,1.957546,0.024145365,0.025638342,0.016202688,0.004051447,0.037626743,0.0140372515,0.143466,0.11522007,0.052000523
2.3282354,2.2156715,2.1832032,2.1641848,2.3762295,2.3560047,2.9087205,2.3892965,2.2037625,2.48894,2.3400092,2.3177903,2.4095204,2.5689876,2.4254358,2.9327197,2.5571618,2.3436427,4.947158482794577,4.947158482794577,4.947158482794577,4.947158482794577,4.947158482794577,4.947158482794577,4.947158482794577,4.947158482794577,4.947158482794577,5.2907653,5.1309266,5.1094675,5.1319056,5.4050922,4.9854536,4.4800105,5.2592874,5.0908866,0.34360695,0.18376827,0.16230917,0.18474722,0.4579339,0.03829527,0.46714783,0.31212902,0.14372826,4.909963717146433,4.909963717146433,4.909963717146433,4.909963717146433,4.909963717146433,4.909963717146433,4.909963717146433,4.909963717146433,4.909963717146433,5.154333,5.11985,5.0351653,5.11171,5.4984703,4.923493,3.918751,5.165646,5.026487,0.2443695,0.20988655,0.1252017,0.20174646,0.5885067,0.013529301,0.9912126,0.25568247,0.116523266
2.0342607,2.0541928,2.0258293,2.0028358,1.9861505,2.1328008,2.7023065,2.1362367,2.0130591,2.2718527,2.320301,2.306105,2.2315116,2.162642,2.3348289,2.7457862,2.4713018,2.3806033,3.5667621761076838,3.5667621761076838,3.5667621761076838,3.5667621761076838,3.5667621761076838,3.5667621761076838,3.5667621761076838,3.5667621761076838,3.5667621761076838,3.429916,3.6738331,3.7058806,3.3417418,3.2286751,3.602455,3.1161022,3.573365,3.5361516,0.1368463,0.10707092,0.13911843,0.22502041,0.33808708,0.03569269,0.45066,0.006602764,0.030610561,3.630729201591512,3.630729201591512,3.630729201591512,3.630729201591512,3.630729201591512,3.630729201591512,3.630729201591512,3.630729201591512,3.630729201591512,3.6937058,3.9329376,3.9127061,3.5525656,3.5342772,3.9103048,2.8806443,3.8491883,3.770198,0.0629766,0.30220842,0.28197694,0.078163624,0.096452,0.2795756,0.7500849,0.21845913,0.13946891
1.6537849,1.7305198,1.6844743,1.6131164,1.5922483,1.7480308,2.3587182,1.7835335,1.6567836,1.7578818,1.9102794,1.8736776,1.7677814,1.5858525,1.8495958,2.3380647,1.9284726,1.831609,2.740134865876481,2.740134865876481,2.740134865876481,2.740134865876481,2.740134865876481,2.740134865876481,2.740134865876481,2.740134865876481,2.740134865876481,2.747468,3.037032,3.0229528,3.0306578,2.527551,2.6504588,2.8340535,2.739428,2.85308,0.0073330402,0.29689693,0.28281784,0.2905228,0.21258402,0.08967614,0.09391856,0.0007069111,0.11294508,2.5893953371592535,2.5893953371592535,2.5893953371592535,2.5893953371592535,2.5893953371592535,2.5893953371592535,2.5893953371592535,2.5893953371592535,2.5893953371592535,2.6359034,2.8451252,2.7651567,2.9723136,2.4259565,2.622384,2.018753,2.692523,2.7256837,0.046508074,0.2557299,0.17576146,0.38291836,0.1634388,0.032988787,0.57064223,0.10312772,0.1362884
1.4890565,1.3962483,1.3902886,1.3485413,1.3965347,1.5739764,2.9505033,1.601831,1.4199557,1.5586478,1.5388734,1.5317439,1.5127155,1.4878633,1.6520325,2.8929634,1.7201686,1.5688436,1.598728999345978,1.598728999345978,1.598728999345978,1.598728999345978,1.598728999345978,1.598728999345978,1.598728999345978,1.598728999345978,1.598728999345978,1.745711,1.6960225,1.7559156,1.6512405,1.6482289,1.7001913,1.733875,1.7000445,1.7346005,0.14698195,0.097293496,0.15718663,0.052511454,0.04949987,0.101462245,0.13514602,0.1013155,0.13587153,1.6384320274390245,1.6384320274390245,1.6384320274390245,1.6384320274390245,1.6384320274390245,1.6384320274390245,1.6384320274390245,1.6384320274390245,1.6384320274390245,1.7273995,1.683097,1.7164693,1.6756735,1.6651144,1.715591,0.5930733,1.66693,1.6334287,0.08896744,0.04466498,0.07803726,0.03724146,0.026682377,0.07715893,1.0453587,0.028497934,0.005003333
1.8846275,1.7868726,1.7782066,1.8673285,1.9038619,2.075229,3.035402,2.0508673,1.890695,2.145995,2.1171935,2.1133537,2.2152748,2.224851,2.347107,3.208637,2.3907993,2.2184367,3.284999716926632,3.284999716926632,3.284999716926632,3.284999716926632,3.284999716926632,3.284999716926632,3.284999716926632,3.284999716926632,3.284999716926632,3.179569,3.1747177,3.1009517,3.0228715,3.4739678,3.1119294,3.2697127,3.3994005,3.1165898,0.1054306,0.110281944,0.18404794,0.2621281,0.18896818,0.17307019,0.015286922,0.11440086,0.16840982,3.7260137623762377,3.7260137623762377,3.7260137623762377,3.7260137623762377,3.7260137623762377,3.7260137623762377,3.7260137623762377,3.7260137623762377,3.7260137623762377,3.5009978,3.512565,3.4051485,3.332311,3.738827,3.4396176,2.7083697,3.713475,3.439872,0.22501588,0.21344876,0.32086515,0.39370275,0.01281333,0.28639603,1.0176439,0.0125386715,0.28614163
2.1136744,1.9457889,1.9240947,2.0067897,2.0336235,2.163254,2.7504032,2.1928923,1.9703836,2.3086786,2.2657132,2.251749,2.2792418,2.3115335,2.3419967,2.8991497,2.4168632,2.263684,4.23232036687966,4.23232036687966,4.23232036687966,4.23232036687966,4.23232036687966,4.23232036687966,4.23232036687966,4.23232036687966,4.23232036687966,4.1051936,3.9981894,4.0076833,4.123228,4.3896017,4.1323614,3.9234073,4.065561,4.0513387,0.1271267,0.23413086,0.22463703,0.109092236,0.1572814,0.0999589,0.308913,0.16675949,0.18098164,4.204315506329113,4.204315506329113,4.204315506329113,4.204315506329113,4.204315506329113,4.204315506329113,4.204315506329113,4.204315506329113,4.204315506329113,4.075178,4.044509,4.013399,4.131406,4.4472713,4.0486054,3.3643067,4.032798,4.020076,0.12913752,0.15980673,0.19091654,0.07290983,0.24295568,0.15571022,0.840009,0.17151785,0.18423986
1.6352443,1.6190751,1.6147337,1.4928913,1.5642662,1.6069432,2.3691468,1.7317384,1.6397903,1.6697674,1.685319,1.6778361,1.5486422,1.634242,1.6280202,2.311935,1.7755139,1.676693,3.0026224711316396,3.0026224711316396,3.0026224711316396,3.0026224711316396,3.0026224711316396,3.0026224711316396,3.0026224711316396,3.0026224711316396,3.0026224711316396,2.798213,2.9270048,2.949534,2.8152108,2.7666743,2.6401248,2.8905559,2.7951372,2.9065092,0.20440936,0.07561755,0.053088427,0.18741155,0.23594809,0.36249757,0.11206651,0.2074852,0.096113205,3.0199382086137283,3.0199382086137283,3.0199382086137283,3.0199382086137283,3.0199382086137283,3.0199382086137283,3.0199382086137283,3.0199382086137283,3.0199382086137283,2.8292618,3.004656,2.9598997,2.9153051,2.8592396,2.674962,2.1903083,2.8484707,2.9022465,0.19067645,0.015282154,0.060038567,0.10463309,0.16069865,0.3449762,0.8296299,0.17146754,0.117691755
1.7581823,1.6587428,1.6561373,1.671905,1.6626146,1.7705556,3.3013976,1.8688154,1.6984978,1.8933291,1.8436621,1.8436458,1.8221891,1.8294282,1.8626179,3.2461176,2.0064719,1.8419107,3.7362336621253407,3.7362336621253407,3.7362336621253407,3.7362336621253407,3.7362336621253407,3.7362336621253407,3.7362336621253407,3.7362336621253407,3.7362336621253407,3.8568983,3.7252655,3.7021546,3.7492833,3.8570786,3.7639673,3.6980524,3.760983,3.6334963,0.1206646,0.010968208,0.034079075,0.0130496025,0.12084484,0.027733564,0.038181305,0.024749279,0.10273743,3.6224049554140123,3.6224049554140123,3.6224049554140123,3.6224049554140123,3.6224049554140123,3.6224049554140123,3.6224049554140123,3.6224049554140123,3.6224049554140123,3.6986415,3.5217352,3.4594634,3.5835483,3.6487236,3.707688,2.5195637,3.6634688,3.4557002,0.07623649,0.10066986,0.1629417,0.038856745,0.02631855,0.08528304,1.1028414,0.041063786,0.1667049
1.5879489,1.5992701,1.5916821,1.5258331,1.6436062,1.675928,2.3980858,1.7347401,1.6563046,1.6963947,1.747919,1.7440069,1.718546,1.8518839,1.7860236,2.3700671,1.8505739,1.7418504,2.8755283786231884,2.8755283786231884,2.8755283786231884,2.8755283786231884,2.8755283786231884,2.8755283786231884,2.8755283786231884,2.8755283786231884,2.8755283786231884,2.7403054,2.8936737,2.915134,2.887825,3.0739558,2.9984066,2.1592107,2.9038918,2.9678261,0.13522291,0.018145323,0.039605618,0.012296677,0.19842744,0.12287831,0.71631765,0.028363466,0.09229779,3.103521572871573,3.103521572871573,3.103521572871573,3.103521572871573,3.103521572871573,3.103521572871573,3.103521572871573,3.103521572871573,3.103521572871573,3.0515409,3.143826,3.105783,3.1306987,3.415242,3.25784,1.8769361,3.224529,3.201885,0.051980734,0.040304422,0.0022614002,0.027177095,0.31172037,0.15431833,1.2265855,0.12100744,0.0983634
1.7259316,1.7374333,1.6491883,1.6412376,1.7245685,1.8116827,3.032427,1.8263549,1.6766309,1.8094244,1.8810186,1.7909328,1.8037698,1.8241826,1.8474401,2.9907079,1.9507269,1.8071351,3.5809762575210584,3.5809762575210584,3.5809762575210584,3.5809762575210584,3.5809762575210584,3.5809762575210584,3.5809762575210584,3.5809762575210584,3.5809762575210584,3.642966,3.6293323,3.5465095,3.653717,3.6892505,3.6611762,3.9906087,3.6034455,3.4872773,0.061989784,0.048356056,0.034466743,0.07274079,0.10827422,0.08019996,0.40963244,0.022469282,0.09369898,3.3839410709318503,3.3839410709318503,3.3839410709318503,3.3839410709318503,3.3839410709318503,3.3839410709318503,3.3839410709318503,3.3839410709318503,3.3839410709318503,3.4500983,3.3729064,3.2317173,3.3532922,3.6004739,3.532586,2.838184,3.4305077,3.2429612,0.0661571,0.011034727,0.15222383,0.030648947,0.2165327,0.14864492,0.54575706,0.046566486,0.14098
1.8920488,1.9892086,1.9704951,1.835125,1.7193924,1.9604596,2.6614406,2.0145736,1.948391,2.131304,2.2387207,2.234794,2.0154443,1.9070675,2.0697525,2.7002048,2.2091353,2.1440225,3.4266831951640757,3.4266831951640757,3.4266831951640757,3.4266831951640757,3.4266831951640757,3.4266831951640757,3.4266831951640757,3.4266831951640757,3.4266831951640757,3.5641482,3.5640118,3.5622497,3.441693,3.072535,3.2530448,3.265471,3.669091,3.4707108,0.137465,0.13732862,0.13556647,0.01500988,0.35414815,0.17363834,0.1612122,0.2424078,0.044027567,3.455345006839946,3.455345006839946,3.455345006839946,3.455345006839946,3.455345006839946,3.455345006839946,3.455345006839946,3.455345006839946,3.455345006839946,3.5823433,3.6017585,3.5424974,3.502551,3.2277248,3.2783377,2.602266,3.7079391,3.4505434,0.12699842,0.14641356,0.08715248,0.047206163,0.22762012,0.1770072,0.85307884,0.25259423,0.0048015118
1.7786171,1.7066844,1.6862324,1.5949874,1.7055762,1.793934,2.4391966,1.8965064,1.7431254,1.9305695,1.9247508,1.9080732,1.8264856,1.928533,1.9448634,2.4966986,2.0867302,1.9184572,4.057783751328374,4.057783751328374,4.057783751328374,4.057783751328374,4.057783751328374,4.057783751328374,4.057783751328374,4.057783751328374,4.057783751328374,4.318206,4.1751585,4.193155,4.171592,4.2129965,4.133334,4.6348066,4.270636,4.2374997,0.26042223,0.1173749,0.13537121,0.11380863,0.15521288,0.075550556,0.577023,0.21285248,0.17971611,4.17717716835443,4.17717716835443,4.17717716835443,4.17717716835443,4.17717716835443,4.17717716835443,4.17717716835443,4.17717716835443,4.17717716835443,4.417431,4.2934475,4.255534,4.2695575,4.3244553,4.2419596,4.232647,4.365101,4.330603,0.24025393,0.11627054,0.07835722,0.09238052,0.14727831,0.06478262,0.05546999,0.18792391,0.15342617
2.3551118,2.223751,2.184672,2.2653625,2.227103,2.6106899,3.0955727,2.4684842,2.2460234,2.8604817,2.7224157,2.7062688,2.7714996,2.648735,3.02873,3.351179,2.9773133,2.8164432,3.589612852722772,3.589612852722772,3.589612852722772,3.589612852722772,3.589612852722772,3.589612852722772,3.589612852722772,3.589612852722772,3.589612852722772,3.7656279,3.6322734,3.601374,3.498943,3.0470579,3.547031,3.5954862,3.6630218,3.5423837,0.1760149,0.042660475,0.01176095,0.09066987,0.5425551,0.042582035,0.0058732033,0.07340884,0.04722929,3.7126140204678366,3.7126140204678366,3.7126140204678366,3.7126140204678366,3.7126140204678366,3.7126140204678366,3.7126140204678366,3.7126140204678366,3.7126140204678366,3.7498899,3.6579194,3.5236983,3.468625,3.1191192,3.480438,2.570953,3.6009593,3.3906844,0.03727579,0.054694653,0.18891573,0.24398899,0.5934949,0.23217607,1.1416612,0.11165476,0.3219297
1.7796053,1.7085776,1.6957343,1.6440734,1.7531866,1.8380107,3.5931578,1.8745753,1.7351599,1.9035598,1.9261986,1.9204983,1.8062891,1.9885453,1.9257419,3.6494405,1.9975259,1.8771725,2.7886297582547166,2.7886297582547166,2.7886297582547166,2.7886297582547166,2.7886297582547166,2.7886297582547166,2.7886297582547166,2.7886297582547166,2.7886297582547166,2.8108199,2.7404134,2.6944287,2.730493,2.7191198,2.6899154,4.0165772,2.7061956,2.4526355,0.022190094,0.048216343,0.09420109,0.0581367,0.06950998,0.09871435,1.2279475,0.08243418,0.33599424,2.9613517057991516,2.9613517057991516,2.9613517057991516,2.9613517057991516,2.9613517057991516,2.9613517057991516,2.9613517057991516,2.9613517057991516,2.9613517057991516,2.9449265,2.7978368,2.714826,2.8096647,2.7841563,2.802389,2.890829,2.853911,2.5995326,0.016425133,0.16351485,0.24652553,0.1516869,0.17719531,0.15896273,0.07052255,0.10744071,0.36181903
1.6578273,1.6053693,1.6042352,1.47513,1.601746,1.655781,2.1494052,1.7620991,1.6100492,1.7707196,1.7537838,1.759702,1.6028345,1.712813,1.7266133,2.1720479,1.8978212,1.7493515,2.731655454545454,2.731655454545454,2.731655454545454,2.731655454545454,2.731655454545454,2.731655454545454,2.731655454545454,2.731655454545454,2.731655454545454,2.8615055,2.8482475,2.8993707,2.5507996,2.7145855,2.848653,2.7415273,2.8116682,2.8886878,0.12985015,0.11659217,0.16771531,0.18085575,0.017069817,0.11699772,0.00987196,0.0800128,0.15703249,2.7594592816901407,2.7594592816901407,2.7594592816901407,2.7594592816901407,2.7594592816901407,2.7594592816901407,2.7594592816901407,2.7594592816901407,2.7594592816901407,2.9729025,2.9129167,2.9291809,2.7029057,2.8437529,2.9592478,2.2016077,2.9350312,2.913647,0.21344328,0.1534574,0.1697216,0.056553602,0.084293604,0.19978857,0.55785155,0.17557192,0.15418768
1.9551475,1.8170525,1.7947826,1.7611289,1.8409095,1.9961714,2.4873452,2.0341866,1.8778182,2.2769997,2.1741197,2.1597364,2.0700278,2.127888,2.2503667,2.7469532,2.3447125,2.193544,4.0640808206521735,4.0640808206521735,4.0640808206521735,4.0640808206521735,4.0640808206521735,4.0640808206521735,4.0640808206521735,4.0640808206521735,4.0640808206521735,4.056219,4.0685964,4.0368633,3.95546,4.0701356,3.8803234,4.2224355,4.0313115,3.9693358,0.007861614,0.004515648,0.027217388,0.10862064,0.0060548782,0.1837573,0.15835476,0.032769203,0.09474492,3.9926452858958066,3.9926452858958066,3.9926452858958066,3.9926452858958066,3.9926452858958066,3.9926452858958066,3.9926452858958066,3.9926452858958066,3.9926452858958066,4.0939,4.005498,3.9267814,3.8619695,4.0337853,3.9164076,3.529171,4.0669637,3.9428728,0.10125494,0.012852669,0.06586385,0.1306758,0.04114008,0.07623768,0.46347427,0.07431841,0.0497725
1.7101963,1.6263258,1.6170746,1.5860863,1.6404438,1.7062012,3.1780026,1.8009455,1.6497511,1.9073675,1.797918,1.7887983,1.8228924,1.8190427,1.8667902,3.2124312,2.0265815,1.8650315,3.3198048540965206,3.3198048540965206,3.3198048540965206,3.3198048540965206,3.3198048540965206,3.3198048540965206,3.3198048540965206,3.3198048540965206,3.3198048540965206,3.510315,3.3960416,3.4508903,3.2523289,3.3012552,3.3324509,4.4692173,3.4769652,3.4709806,0.19051003,0.076236725,0.1310854,0.067476034,0.01854968,0.01264596,1.1494124,0.15716028,0.15117574,3.344527682119206,3.344527682119206,3.344527682119206,3.344527682119206,3.344527682119206,3.344527682119206,3.344527682119206,3.344527682119206,3.344527682119206,3.454339,3.423915,3.4202971,3.1555545,3.2546294,3.2735987,3.3515468,3.425171,3.3942533,0.109811306,0.07938719,0.075769424,0.18897319,0.08989835,0.07092905,0.007019043,0.08064318,0.049725533
2.1283536,2.137631,2.131459,2.0481808,2.1247165,2.2738886,2.8272173,2.2686622,2.2149675,2.3168385,2.4766426,2.4726412,2.3389783,2.397642,2.4046292,2.9436443,2.4593127,2.4472005,4.697861034846886,4.697861034846886,4.697861034846886,4.697861034846886,4.697861034846886,4.697861034846886,4.697861034846886,4.697861034846886,4.697861034846886,4.892388,5.0688276,5.117573,4.63184,4.6599526,5.1131654,4.4732428,5.128987,5.154543,0.19452667,0.37096643,0.4197116,0.066020966,0.037908554,0.41530418,0.22461843,0.43112564,0.45668173,4.8157161070559615,4.8157161070559615,4.8157161070559615,4.8157161070559615,4.8157161070559615,4.8157161070559615,4.8157161070559615,4.8157161070559615,4.8157161070559615,4.905254,5.1085334,5.1257367,4.6785774,4.876751,5.1901827,3.9842856,5.118392,5.2303925,0.08953762,0.29281712,0.31002045,0.13713884,0.06103468,0.37446642,0.8314307,0.30267572,0.4146762
